Entity,Code,Year,Energy use (kg of oil equivalent per capita) (kWh)
Bosnia and Herzegovina,BIH,2014,25516.871005680867
Botswana,BWA,1981,8453.121474734618
Botswana,BWA,1982,8550.683072324375
Botswana,BWA,1983,8339.979354113331
Botswana,BWA,1984,8231.800090680732
Botswana,BWA,1985,8418.667259825388
Botswana,BWA,1986,8937.659882133335
Botswana,BWA,1987,8624.474434357293
Botswana,BWA,1988,9857.132947923601
Botswana,BWA,1989,10236.421757149772
Botswana,BWA,1990,10282.766671601672
Botswana,BWA,1991,10185.923326305412
Botswana,BWA,1992,11422.920712746585
Botswana,BWA,1993,11159.296751908256
Botswana,BWA,1994,10723.964219487912
Botswana,BWA,1995,10727.47267531454
Botswana,BWA,1996,10237.852617732498
Botswana,BWA,1997,10521.509133598141
Botswana,BWA,1998,11649.441090065155
Botswana,BWA,1999,11816.081423080179
Botswana,BWA,2000,12080.701696425484
Botswana,BWA,2001,12037.065076484327
Botswana,BWA,2002,12055.381748843974
Botswana,BWA,2003,11854.09970631901
Botswana,BWA,2004,11498.043338271389
Botswana,BWA,2005,11696.107033319517
Botswana,BWA,2006,11905.578902452851
Botswana,BWA,2007,12110.250363818875
Botswana,BWA,2008,12605.405361109064
Botswana,BWA,2009,11558.723822934899
Botswana,BWA,2010,12432.211675615212
Botswana,BWA,2011,11731.670562495972
Botswana,BWA,2012,13063.196698439433
Botswana,BWA,2013,13560.917878118282
Botswana,BWA,2014,14568.668262493395
Brazil,BRA,1971,8304.26755043472
Brazil,BRA,1972,8686.239313570497
Brazil,BRA,1973,9293.981883656681
Brazil,BRA,1974,9656.587307792572
Brazil,BRA,1975,9844.2017151417
Brazil,BRA,1976,10089.359757038645
Brazil,BRA,1977,10181.674417662203
Brazil,BRA,1978,10580.012703838145
Brazil,BRA,1979,10986.593224828388
Brazil,BRA,1980,10928.453326100569
Brazil,BRA,1981,10241.366599364093
Brazil,BRA,1982,10173.439469027178
Brazil,BRA,1983,10191.568958257218
Brazil,BRA,1984,10608.998100642311
Brazil,BRA,1985,11088.015658167988
Brazil,BRA,1986,11370.095868746474
Brazil,BRA,1987,11579.983508512229
Brazil,BRA,1988,11513.88021622713
Brazil,BRA,1989,11530.461102642003
Brazil,BRA,1990,10917.866587118653
Brazil,BRA,1991,10932.21596463513
Brazil,BRA,1992,10861.26390555779
Brazil,BRA,1993,10951.092481893747
Brazil,BRA,1994,11342.922258605322
Brazil,BRA,1995,11543.874505094416
Brazil,BRA,1996,11964.964295300751
Brazil,BRA,1997,12374.878679816711
Brazil,BRA,1998,12476.24610943463
Brazil,BRA,1999,12567.855966699222
Brazil,BRA,2000,12436.394722690737
Brazil,BRA,2001,12478.028072749374
Brazil,BRA,2002,12637.584823513129
Brazil,BRA,2003,12681.223817240325
Brazil,BRA,2004,13222.9406656626
Brazil,BRA,2005,13397.950027873514
Brazil,BRA,2006,13710.03602869215
Brazil,BRA,2007,14335.157557215482
Brazil,BRA,2008,14980.804030732275
Brazil,BRA,2009,14348.554744500781
Brazil,BRA,2010,15712.466057880349
Brazil,BRA,2011,15806.593029523987
Brazil,BRA,2012,16337.303800211239
Brazil,BRA,2013,16877.081559940594
Brazil,BRA,2014,17269.6967987363
Brunei,BRN,1971,15188.852320115511
Brunei,BRN,1972,14362.3005778719
Brunei,BRN,1973,26965.144520732378
Brunei,BRN,1974,44525.544488069725
Brunei,BRN,1975,53258.768919595925
Brunei,BRN,1976,67487.86183897665
Brunei,BRN,1977,70228.76908904691
Brunei,BRN,1978,63289.39527852719
Brunei,BRN,1979,63595.69035895473
Brunei,BRN,1980,80932.8647221692
Brunei,BRN,1981,75535.27625759049
Brunei,BRN,1982,78827.71210121871
Brunei,BRN,1983,80900.96546555041
Brunei,BRN,1984,90617.82721661385
Brunei,BRN,1985,92322.29381948398
Brunei,BRN,1986,78813.98009282506
Brunei,BRN,1987,78594.92938364291
Brunei,BRN,1988,63507.85533711311
Brunei,BRN,1989,71673.85048148417
Brunei,BRN,1990,77607.69534555715
Brunei,BRN,1991,85288.63212330155
Brunei,BRN,1992,89133.0657789556
Brunei,BRN,1993,83431.69341013879
Brunei,BRN,1994,75333.27729902421
Brunei,BRN,1995,87931.93676142026
Brunei,BRN,1996,86335.72384550002
Brunei,BRN,1997,87069.16952422458
Brunei,BRN,1998,84750.77143805874
Brunei,BRN,1999,84541.65148074256
Brunei,BRN,2000,83218.4658550418
Brunei,BRN,2001,75491.95603277696
Brunei,BRN,2002,72334.35057240965
Brunei,BRN,2003,82437.18409458133
Brunei,BRN,2004,74294.93328660478
Brunei,BRN,2005,70638.7188559473
Brunei,BRN,2006,98993.08367319377
Brunei,BRN,2007,100123.65732639037
Brunei,BRN,2008,108638.19333846624
Brunei,BRN,2009,92210.56715966777
Brunei,BRN,2010,96961.07265438861
Brunei,BRN,2011,114315.14328207448
Brunei,BRN,2012,111428.78758617929
Brunei,BRN,2013,87204.59025525245
Brunei,BRN,2014,100393.94732623441
Bulgaria,BGR,1971,25919.630404872292
Bulgaria,BGR,1972,26316.207562790092
Bulgaria,BGR,1973,27659.090982484977
Bulgaria,BGR,1974,28647.528324659866
Bulgaria,BGR,1975,30999.29317023709
Bulgaria,BGR,1976,32335.258404911616
Bulgaria,BGR,1977,34358.12217328965
Bulgaria,BGR,1978,35872.17724759787
Bulgaria,BGR,1979,37221.803180171184
Bulgaria,BGR,1980,37257.98542690409
Bulgaria,BGR,1981,37047.475917817785
Bulgaria,BGR,1982,38486.07072397429
Bulgaria,BGR,1983,39194.63892565979
Bulgaria,BGR,1984,39393.99921702366
Bulgaria,BGR,1985,39771.89808501644
Bulgaria,BGR,1986,40134.452153235354
Bulgaria,BGR,1987,39670.78358139502
Bulgaria,BGR,1988,40568.84472611646
Bulgaria,BGR,1989,39855.337844931775
Bulgaria,BGR,1990,37650.411322680455
Bulgaria,BGR,1991,29501.169778810352
Bulgaria,BGR,1992,27865.56450789473
Bulgaria,BGR,1993,30121.830860120466
Bulgaria,BGR,1994,29305.96185911899
Bulgaria,BGR,1995,31943.7457481602
Bulgaria,BGR,1996,31932.607332736592
Bulgaria,BGR,1997,29122.946773293905
Bulgaria,BGR,1998,28213.754839958307
Bulgaria,BGR,1999,25942.57929604371
Bulgaria,BGR,2000,26485.78945951199
Bulgaria,BGR,2001,28157.920550041454
Bulgaria,BGR,2002,28039.573596867587
Bulgaria,BGR,2003,28963.545908744385
Bulgaria,BGR,2004,28385.31959631245
Bulgaria,BGR,2005,30213.532419233303
Bulgaria,BGR,2006,31301.684891847417
Bulgaria,BGR,2007,31006.876108134573
Bulgaria,BGR,2008,30806.323864430335
Bulgaria,BGR,2009,27349.74826995111
Bulgaria,BGR,2010,28106.266441704083
Bulgaria,BGR,2011,30437.197117493906
Bulgaria,BGR,2012,29230.288190840085
Bulgaria,BGR,2013,27087.69817821186
Bulgaria,BGR,2014,28815.132310105648
Cambodia,KHM,1995,3096.651447338059
Cambodia,KHM,1996,3142.440018567842
Cambodia,KHM,1997,3104.1094213111282
Cambodia,KHM,1998,3441.7321815915975
Cambodia,KHM,1999,3363.1126483510566
Cambodia,KHM,2000,3265.691555726574
Cambodia,KHM,2001,3216.5110151822173
Cambodia,KHM,2002,3676.804642189005
Cambodia,KHM,2003,3723.24166638399
Cambodia,KHM,2004,3017.3766469420525
Cambodia,KHM,2005,3011.2295714284965
Cambodia,KHM,2006,2959.9157437436074
Cambodia,KHM,2007,2957.586356584889
Cambodia,KHM,2008,2923.0321416887487
Cambodia,KHM,2009,4193.566694686121
Cambodia,KHM,2010,4307.167363443603
Cambodia,KHM,2011,4434.926243746857
Cambodia,KHM,2012,4545.996275529603
Cambodia,KHM,2013,4617.223241347158
Cambodia,KHM,2014,4849.008253011136
Cameroon,CMR,1971,4679.933552262744
Cameroon,CMR,1972,4660.156461720249
Cameroon,CMR,1973,4637.932855026692
Cameroon,CMR,1974,4637.843865325474
Cameroon,CMR,1975,4734.14713808985
Cameroon,CMR,1976,4671.406976645635
Cameroon,CMR,1977,4858.688505809614
Cameroon,CMR,1978,4875.832708014952
Cameroon,CMR,1979,4912.910606126726
Cameroon,CMR,1980,4932.847160838373
Cameroon,CMR,1981,5024.029191211633
Cameroon,CMR,1982,5096.835373572671
Cameroon,CMR,1983,5117.5985597887
Cameroon,CMR,1984,5122.788361389962
Cameroon,CMR,1985,5158.521561592452
Cameroon,CMR,1986,5074.279721844473
Cameroon,CMR,1987,5010.499918943731
Cameroon,CMR,1988,5012.473992271633
Cameroon,CMR,1989,5041.81939314959
Cameroon,CMR,1990,4944.618657544406
Cameroon,CMR,1991,4849.563435178755
Cameroon,CMR,1992,4764.734118515125
Cameroon,CMR,1993,4794.523383359404
Cameroon,CMR,1994,4828.145398126266
Cameroon,CMR,1995,4784.279666865609
Cameroon,CMR,1996,4777.705462135956
Cameroon,CMR,1997,4791.302796252541
Cameroon,CMR,1998,4807.867754278041
Cameroon,CMR,1999,4725.324203621957
Cameroon,CMR,2000,4804.25548934238
Cameroon,CMR,2001,4737.618185051524
Cameroon,CMR,2002,4725.328880789079
Cameroon,CMR,2003,4789.639019362086
Cameroon,CMR,2004,4809.184675749826
Cameroon,CMR,2005,4709.563202483015
Cameroon,CMR,2006,4368.199095039311
Cameroon,CMR,2007,4008.1183974962455
Cameroon,CMR,2008,3933.786323039583
Cameroon,CMR,2009,4137.90606900045
Cameroon,CMR,2010,4057.179554137238
Cameroon,CMR,2011,3805.3273522745385
Cameroon,CMR,2012,3819.729136407393
Cameroon,CMR,2013,3907.7217602836035
Cameroon,CMR,2014,3975.86287198002
Canada,CAN,1960,49444.19964946128
Canada,CAN,1961,50099.955371353564
Canada,CAN,1962,51771.64414956486
Canada,CAN,1963,54592.61640951278
Canada,CAN,1964,57028.956466235475
Canada,CAN,1965,59940.23394958837
Canada,CAN,1966,61321.09051576218
Canada,CAN,1967,64631.302937977656
Canada,CAN,1968,68285.78215242965
Canada,CAN,1969,70839.49311061445
Canada,CAN,1970,75320.39859641714
Canada,CAN,1971,75947.80260270766
Canada,CAN,1972,80637.84419771348
Canada,CAN,1973,82844.90027094148
Canada,CAN,1974,82579.3743125685
Canada,CAN,1975,83155.74222370631
Canada,CAN,1976,84579.75704396627
Canada,CAN,1977,86172.83395864858
Canada,CAN,1978,87676.74343776006
Canada,CAN,1979,91153.2611286403
Canada,CAN,1980,90763.07980116292
Canada,CAN,1981,87584.89338594383
Canada,CAN,1982,83146.87141774465
Canada,CAN,1983,82010.45174654301
Canada,CAN,1984,85381.86853202085
Canada,CAN,1985,86519.54828309303
Canada,CAN,1986,87133.27860517483
Canada,CAN,1987,88868.59934651597
Canada,CAN,1988,91353.32481836772
Canada,CAN,1989,92267.38510500747
Canada,CAN,1990,88419.10944442445
Canada,CAN,1991,87009.88963349794
Canada,CAN,1992,87947.78270218897
Canada,CAN,1993,89905.55970764474
Canada,CAN,1994,92189.14042831825
Canada,CAN,1995,92642.7979007972
Canada,CAN,1996,93466.97592739262
Canada,CAN,1997,93440.24393374508
Canada,CAN,1998,92156.47965147992
Canada,CAN,1999,93987.69331031636
Canada,CAN,2000,95860.56178415779
Canada,CAN,2001,93511.4673935634
Canada,CAN,2002,92963.12266660293
Canada,CAN,2003,96911.90442227552
Canada,CAN,2004,98170.98006876075
Canada,CAN,2005,97741.37998947756
Canada,CAN,2006,95832.54465996151
Canada,CAN,2007,95524.9065742299
Canada,CAN,2008,95310.31911455332
Canada,CAN,2009,90681.39249330579
Canada,CAN,2010,90579.93640486471
Canada,CAN,2011,92002.13124388887
Canada,CAN,2012,89845.56821972145
Canada,CAN,2013,89881.68825089175
Canada,CAN,2014,91598.97447324845
Canada,CAN,2015,88431.48763191687
Cape Verde,CPV,1990,988.076034374333
Cape Verde,CPV,2004,2213.2770536111348
Cape Verde,CPV,2005,2426.1484679718574
Cape Verde,CPV,2006,2467.288553333547
Cape Verde,CPV,2007,2462.574881074259
Caribbean small states,,1990,21745.06094283688
Caribbean small states,,2000,37776.853040476824
Caribbean small states,,2001,40688.10192876609
Caribbean small states,,2002,41744.64074786248
Caribbean small states,,2003,45617.179693170074
Caribbean small states,,2004,35549.97277250688
Caribbean small states,,2005,39093.404958819454
Caribbean small states,,2006,42805.69076713738
Caribbean small states,,2007,44504.38791421271
Caribbean small states,,2008,57111.265644470994
Caribbean small states,,2009,56053.3370653199
Caribbean small states,,2010,58400.591769556624
Caribbean small states,,2011,57691.909950658825
Caribbean small states,,2012,56174.799105104496
Central Europe and the Baltics,,1971,30368.429462899097
Central Europe and the Baltics,,1972,31010.91545835432
Central Europe and the Baltics,,1973,32206.42603211991
Central Europe and the Baltics,,1974,32400.594617865994
Central Europe and the Baltics,,1975,34025.480628956975
Central Europe and the Baltics,,1976,35541.17763714207
Central Europe and the Baltics,,1977,37161.40864537717
Central Europe and the Baltics,,1978,38929.706316920165
Central Europe and the Baltics,,1979,39629.06567219744
Central Europe and the Baltics,,1980,39578.32834085802
Central Europe and the Baltics,,1981,37949.51744598185
Central Europe and the Baltics,,1982,38815.4465087115
Central Europe and the Baltics,,1983,38622.85693064658
Central Europe and the Baltics,,1984,38278.673151529256
Central Europe and the Baltics,,1985,39149.059199925214
Central Europe and the Baltics,,1986,39934.285536927026
Central Europe and the Baltics,,1987,40895.90104650185
Central Europe and the Baltics,,1988,40671.44833100809
Central Europe and the Baltics,,1989,39216.18359522344
Central Europe and the Baltics,,1990,35930.321118208034
Central Europe and the Baltics,,1991,32995.938819269475
Central Europe and the Baltics,,1992,30547.807157444142
Central Europe and the Baltics,,1993,30338.503017324616
Central Europe and the Baltics,,1994,29109.461805658775
Central Europe and the Baltics,,1995,30336.63661338051
Central Europe and the Baltics,,1996,31386.715980472924
Central Europe and the Baltics,,1997,30720.60737064573
Central Europe and the Baltics,,1998,29312.833197315176
Central Europe and the Baltics,,1999,27841.80219502876
Central Europe and the Baltics,,2000,27649.143547134085
Central Europe and the Baltics,,2001,28537.155325185755
Central Europe and the Baltics,,2002,28856.309408101715
Central Europe and the Baltics,,2003,29862.282589424594
Central Europe and the Baltics,,2004,29961.417914785237
Central Europe and the Baltics,,2005,30404.60853512534
Central Europe and the Baltics,,2006,31257.196087410543
Central Europe and the Baltics,,2007,31325.868168448575
Central Europe and the Baltics,,2008,31438.635105267233
Central Europe and the Baltics,,2009,29358.38963181972
Central Europe and the Baltics,,2010,30608.99757270156
Central Europe and the Baltics,,2011,30677.148746984298
Central Europe and the Baltics,,2012,29843.826192844226
Central Europe and the Baltics,,2013,29211.18217187571
Central Europe and the Baltics,,2014,28732.4304224797
Chile,CHL,1971,10387.372026340387
Chile,CHL,1972,10359.247229393875
Chile,CHL,1973,9791.775317579368
Chile,CHL,1974,9559.554121454097
Chile,CHL,1975,8505.85817362101
Chile,CHL,1976,8865.42330498227
Chile,CHL,1977,9047.409797073664
Chile,CHL,1978,9229.144127186497
Chile,CHL,1979,9614.193197576114
Chile,CHL,1980,9784.428490960501
Chile,CHL,1981,9789.707583014955
Chile,CHL,1982,8840.344521048675
Chile,CHL,1983,8999.74666993967
Chile,CHL,1984,9319.900350068388
Chile,CHL,1985,9149.184728907945
Chile,CHL,1986,9402.870666179591
Chile,CHL,1987,9543.29322157241
Chile,CHL,1988,10621.052028550183
Chile,CHL,1989,11707.35150870234
Chile,CHL,1990,12303.819252821182
Chile,CHL,1991,12379.972321227162
Chile,CHL,1992,13178.1431388543
Chile,CHL,1993,13299.922967256713
Chile,CHL,1994,14087.775132032812
Chile,CHL,1995,14920.644521188331
Chile,CHL,1996,16297.289406011634
Chile,CHL,1997,18004.361003713195
Chile,CHL,1998,18401.279298908492
Chile,CHL,1999,19305.91545957038
Chile,CHL,2000,19177.468931884803
Chile,CHL,2001,18597.038335913814
Chile,CHL,2002,19032.102204768657
Chile,CHL,2003,19015.8551652953
Chile,CHL,2004,20030.22679418738
Chile,CHL,2005,20429.235944070067
Chile,CHL,2006,21039.37712441437
Chile,CHL,2007,21594.942651409823
Chile,CHL,2008,21169.550129870837
Chile,CHL,2009,20401.617474899012
Chile,CHL,2010,21111.65873317303
Chile,CHL,2011,22787.342852480713
Chile,CHL,2012,24998.585544236186
Chile,CHL,2013,25769.758984462158
Chile,CHL,2014,23837.881083341654
Chile,CHL,2015,23595.944308744798
China,CHN,1971,5407.172615654408
China,CHN,1972,5549.472082711735
China,CHN,1973,5625.633075107148
China,CHN,1974,5654.133674659861
China,CHN,1975,6134.68936457532
China,CHN,1976,6247.342127518974
China,CHN,1977,6712.964053208685
China,CHN,1978,7177.511499667943
China,CHN,1979,7199.477792704888
China,CHN,1980,7087.963926551742
China,CHN,1981,6944.816238840511
China,CHN,1982,7057.4379860999625
China,CHN,1983,7232.821640832208
China,CHN,1984,7572.001769073857
China,CHN,1985,7649.745730505021
China,CHN,1986,7806.166523102021
China,CHN,1987,8076.132046557538
China,CHN,1988,8377.57159596235
China,CHN,1989,8421.470302623695
China,CHN,1990,8920.1556808714
China,CHN,1991,8569.586450129473
China,CHN,1992,8753.071345347946
China,CHN,1993,9165.937055081293
China,CHN,1994,9491.974410669261
China,CHN,1995,10081.28377265314
China,CHN,1996,10253.63296623547
China,CHN,1997,10138.526045810213
China,CHN,1998,10110.640603300491
China,CHN,1999,10217.240348054454
China,CHN,2000,10455.222451821377
China,CHN,2001,10802.076974375907
China,CHN,2002,11453.348611035613
China,CHN,2003,13007.36151698225
China,CHN,2004,14748.38567754177
China,CHN,2005,16208.630098786518
China,CHN,2006,17621.469872198777
China,CHN,2007,18958.889062384005
China,CHN,2008,19455.874914909877
China,CHN,2009,20683.18182156758
China,CHN,2010,22733.423328245004
China,CHN,2011,24265.84269115341
China,CHN,2012,25064.56648161868
China,CHN,2013,25746.020970583053
China,CHN,2014,26013.16882503468
Colombia,COL,1971,7124.348920523832
Colombia,COL,1972,6966.082602854488
Colombia,COL,1973,6850.902241077574
Colombia,COL,1974,7095.611155492631
Colombia,COL,1975,7251.096110982547
Colombia,COL,1976,7371.20526796435
Colombia,COL,1977,7420.234945769615
Colombia,COL,1978,7223.218212051041
Colombia,COL,1979,6894.268755371861
Colombia,COL,1980,7423.8149196586655
Colombia,COL,1981,7350.6340726567105
Colombia,COL,1982,7390.083533829452
Colombia,COL,1983,7462.051078492221
Colombia,COL,1984,7544.202895504147
Colombia,COL,1985,7496.525459046276
Colombia,COL,1986,7992.009281972814
Colombia,COL,1987,8095.252399238039
Colombia,COL,1988,8175.1084114329005
Colombia,COL,1989,8082.369718886656
Colombia,COL,1990,8219.901721733457
Colombia,COL,1991,8155.991099519348
Colombia,COL,1992,8191.646537124181
Colombia,COL,1993,8418.24107626742
Colombia,COL,1994,8566.72452839063
Colombia,COL,1995,8572.538152298954
Colombia,COL,1996,8641.48239358903
Colombia,COL,1997,8255.225969779432
Colombia,COL,1998,8515.433474362144
Colombia,COL,1999,7503.379312568664
Colombia,COL,2000,7430.242133208831
Colombia,COL,2001,7294.096605498815
Colombia,COL,2002,7050.882300269181
Colombia,COL,2003,7100.048731558211
Colombia,COL,2004,7077.148121076124
Colombia,COL,2005,7276.861393089448
Colombia,COL,2006,7552.245053018632
Colombia,COL,2007,7414.262687423777
Colombia,COL,2008,7671.286979574695
Colombia,COL,2009,7862.3948779400835
Colombia,COL,2010,7902.938850449316
Colombia,COL,2011,7832.007285982273
Colombia,COL,2012,7825.457737411208
Colombia,COL,2013,8267.27588995716
Colombia,COL,2014,8275.7123815367
Comoros,COM,1990,504.2786086937691
Comoros,COM,2004,662.0921992940719
Comoros,COM,2005,703.5497124881664
Comoros,COM,2006,779.7581514147745
Comoros,COM,2007,743.1657367289049
Congo,COG,1971,4204.398415234005
Congo,COG,1972,4223.213114211613
Congo,COG,1973,4140.041094965601
Congo,COG,1974,4093.9267578061663
Congo,COG,1975,4045.1219875738866
Congo,COG,1976,4301.600613208902
Congo,COG,1977,3974.7140212650374
Congo,COG,1978,4010.7948106646013
Congo,COG,1979,3893.0290538623703
Congo,COG,1980,3917.51427088457
Congo,COG,1981,3921.698934276887
Congo,COG,1982,4037.91273040368
Congo,COG,1983,4392.589523508525
Congo,COG,1984,4129.556159858269
Congo,COG,1985,4178.720430309664
Congo,COG,1986,3998.3875430406897
Congo,COG,1987,3953.2762790854845
Congo,COG,1988,3744.0244567239515
Congo,COG,1989,3782.7928874344807
Congo,COG,1990,3751.8264284107445
Congo,COG,1991,3812.2691935311477
Congo,COG,1992,3664.79022985718
Congo,COG,1993,3588.1166710150274
Congo,COG,1994,3010.445370555045
Congo,COG,1995,3342.8987105497754
Congo,COG,1996,3062.630783593621
Congo,COG,1997,2848.352263482841
Congo,COG,1998,2770.4281220671623
Congo,COG,1999,2650.8893539739274
Congo,COG,2000,2559.364558749087
Congo,COG,2001,2791.033606911867
Congo,COG,2002,2736.0288567084776
Congo,COG,2003,3140.969530786269
Congo,COG,2004,3240.1266919229506
Congo,COG,2005,3399.259989193817
Congo,COG,2006,4293.67445050119
Congo,COG,2007,3685.177421115296
Congo,COG,2008,3810.003525751226
Congo,COG,2009,4209.05729160789
Congo,COG,2010,4445.728164701744
Congo,COG,2011,5754.1224691040625
Congo,COG,2012,6423.00957857176
Congo,COG,2013,6425.424141930586
Congo,COG,2014,6274.752707858038
Costa Rica,CRI,1971,4950.162872163344
Costa Rica,CRI,1972,5154.334325604708
Costa Rica,CRI,1973,5471.937834681119
Costa Rica,CRI,1974,5222.060916708218
Costa Rica,CRI,1975,5517.666351833474
Costa Rica,CRI,1976,5424.771468424074
Costa Rica,CRI,1977,6154.269023542331
Costa Rica,CRI,1978,6487.759530023117
